t1Dragons,t2Dragons,t1Rift,t2Rift,t1TopTowerTaken,t1MidTowerTaken,t1BotTowerTaken,t2TopTowerTaken,t2MidTowerTaken,t2BotTowerTaken,topGoldDiff,jugGoldDiff,midGoldDiff,adcGoldDiff,supGoldDiff,gameLength,winningTeam,t1Top,t1Jug,t1Mid,t1Adc,t1Sup,t2Top,t2Jug,t2Mid,t2Adc,t2Sup
2,0,1,0,1,0,0,0,2,0,-621,-79,422,1544,1003,1810,100,Twitch,Kayn,Lux,TwistedFate,Blitzcrank,Fiora,Zac,Vex,MissFortune,Nami
0,2,1,0,0,0,0,0,0,0,3293,796,-1377,1238,156,1255,100,Riven,Zac,Veigar,Draven,Leona,Singed,Vi,Xerath,Jhin,Nautilus
1,0,0,1,1,0,0,0,0,0,-1098,-3148,386,370,1319,1482,200,Jayce,Taliyah,Viktor,Kaisa,Senna,Poppy,MasterYi,Tristana,Veigar,Leona
1,0,1,0,0,0,0,0,0,0,-22,-692,950,977,-374,2059,100,Riven,Zac,Velkoz,Lucian,Rakan,Cassiopeia,JarvanIV,Yuumi,Jinx,Zilean
0,1,0,1,1,0,0,0,0,1,-2430,110,1956,-206,-133,1932,100,MasterYi,Vi,Ekko,Jinx,Leona,Trundle,Ivern,Lucian,Vayne,Thresh
1,0,0,1,1,0,0,0,0,1,-513,2072,-1250,286,2211,1509,100,Shen,Viego,Veigar,Jinx,Senna,Chogath,Graves,Akshan,Kaisa,Taric
0,1,0,1,0,1,0,0,0,0,924,-360,-2611,30,564,1773,200,Sylas,Kayn,Ekko,Jhin,Lux,Malphite,Udyr,Yasuo,Caitlyn,Janna
1,0,0,1,0,1,0,0,0,0,53,947,-3490,437,59,1707,200,Sett,Hecarim,Ezreal,Caitlyn,Renata,Mordekaiser,Khazix,Yone,Jinx,Thresh
0,2,1,0,0,0,0,0,0,0,104,310,37,-1210,-46,1347,200,Irelia,Khazix,Anivia,Jinx,Rakan,Aatrox,FiddleSticks,Ryze,Senna,Karma
1,1,1,0,0,0,0,0,0,0,-768,-1376,769,-155,-366,1857,200,Shen,Volibear,Cassiopeia,Caitlyn,Renata,Mordekaiser,RekSai,Kaisa,Jinx,Bard
1,1,0,0,0,0,0,0,0,0,-1524,408,-1751,-62,590,2224,200,Jayce,Shyvana,Urgot,Zeri,FiddleSticks,Darius,Rengar,Cassiopeia,Tristana,Leona
1,0,1,0,0,0,0,1,0,0,2535,758,1229,-1540,150,1961,200,Teemo,Shaco,Ahri,Ezreal,Pyke,Singed,Poppy,Akali,Twitch,Yuumi
0,1,1,0,0,0,0,1,0,0,3568,1043,210,788,486,1618,100,Camille,Gwen,Zilean,Xerath,Jhin,Illaoi,Karthus,Irelia,Caitlyn,Blitzcrank
0,1,0,0,0,0,0,0,0,0,1295,-164,-672,835,166,2102,200,Akshan,Shaco,Vex,Twitch,Lulu,Malphite,Viego,Ahri,Jhin,Nami
2,0,0,1,0,0,0,0,0,1,1174,284,975,1425,1865,1413,100,Sett,Rammus,Mordekaiser,Caitlyn,Senna,Fiora,MasterYi,Anivia,Vayne,Malphite
0,0,1,0,0,0,0,1,0,0,2850,461,-1700,-705,13,2080,200,Rumble,LeeSin,Katarina,Ezreal,Bard,Teemo,Hecarim,Yone,Vayne,Pyke
1,1,1,0,0,0,0,0,0,1,1978,2801,1634,-134,-1160,1645,100,Pantheon,MasterYi,Pyke,Caitlyn,Xerath,Darius,DrMundo,Kaisa,Aphelios,Karma
1,0,1,0,0,0,0,0,1,1,-376,380,1456,713,1879,1801,100,Garen,Vi,Neeko,Kaisa,Braum,MonkeyKing,Shaco,Malzahar,Varus,Nasus
0,2,0,1,0,0,1,0,0,0,-760,-1406,-388,-1950,-2077,1450,200,Volibear,FiddleSticks,Sylas,Aphelios,Nautilus,Aatrox,Trundle,Lissandra,Samira,Zilean
0,2,0,1,0,2,0,0,0,0,-32,-1844,-1411,-1252,-1390,1566,200,Kayle,Amumu,Kaisa,Yasuo,Janna,Vladimir,Hecarim,Sion,Jinx,Lulu
1,0,1,0,0,0,0,0,0,0,342,-827,183,1626,885,2159,100,Pantheon,Lillia,Quinn,Ashe,Lux,Ornn,LeeSin,Anivia,MissFortune,Renata
1,0,1,0,0,0,0,0,0,0,-1090,-282,491,-302,-526,1869,200,Poppy,XinZhao,Viktor,Zeri,Seraphine,Camille,Hecarim,Talon,Caitlyn,Senna
1,1,1,0,0,0,0,0,0,1,-1442,-37,823,352,1213,1887,200,Ornn,Hecarim,Kayle,Lucian,Taliyah,Fiora,Nocturne,Ahri,MissFortune,Zilean
0,2,1,0,0,0,0,0,0,0,771,-1863,353,335,267,1471,200,Gangplank,Evelynn,Jhin,Ahri,Renata,Warwick,Nocturne,Vex,Kaisa,Sona
1,1,0,1,0,0,0,0,0,0,820,-1124,461,-418,-300,2212,100,Aatrox,Ivern,Vladimir,Jhin,Senna,Pantheon,Olaf,Katarina,Ashe,Nami
0,2,0,1,0,0,1,0,0,0,-1094,206,-784,-1784,-774,1711,200,Sion,Udyr,Akshan,KogMaw,Zilean,Illaoi,MasterYi,Leblanc,Jhin,Blitzcrank
2,0,1,0,1,0,1,0,1,0,-1072,-253,-512,-1525,-1672,2211,200,Garen,JarvanIV,Heimerdinger,Jinx,Ornn,Urgot,Warwick,Orianna,Kaisa,Lux
1,1,0,0,0,0,0,0,1,0,378,869,1039,-214,488,1881,200,Sion,LeeSin,Ekko,Caitlyn,Lulu,Chogath,XinZhao,Ryze,Graves,Pyke
0,2,0,1,0,0,0,0,0,0,-833,642,-1588,1326,497,926,200,Shen,Vi,Rumble,Lucian,Blitzcrank,Mordekaiser,Evelynn,Talon,Aphelios,Xerath
1,0,0,0,0,0,0,0,0,0,811,71,-1103,1132,1201,1805,100,Viego,Shaco,Veigar,Lucian,Pyke,Kayle,Rengar,Yasuo,Ezreal,Nautilus
1,0,0,0,0,0,0,0,0,0,-1653,193,2745,-528,329,2950,100,Jax,Shaco,Ahri,Caitlyn,Senna,Garen,Sejuani,Anivia,Ezreal,Nami
2,0,0,1,0,0,0,0,0,0,1555,1065,1363,-1614,943,2233,100,Kennen,XinZhao,Lux,Jinx,Brand,Ornn,Sejuani,KogMaw,Zeri,Yuumi
0,2,0,1,0,0,0,0,0,0,970,-619,284,-359,-782,1488,200,Garen,Nunu,Viktor,Caitlyn,Karma,Malphite,Skarner,Orianna,Samira,Pyke
1,1,1,0,0,0,0,1,0,0,395,-102,-537,-63,466,1873,200,Garen,Ekko,Ryze,KogMaw,Xerath,Teemo,Kayn,Heimerdinger,Vayne,Nami
2,0,1,0,0,0,0,0,0,1,1350,1882,-873,476,193,2165,100,Aatrox,Volibear,Viktor,Tristana,Nautilus,Graves,Elise,Zed,Vayne,Lux
0,1,1,0,0,0,1,0,0,0,-824,-1621,-321,-1207,-2178,1692,100,Gangplank,MasterYi,Malzahar,Zeri,Yuumi,Riven,Kindred,Fizz,Jinx,MissFortune
1,0,0,1,0,0,0,0,0,0,438,-25,2598,-2040,-1138,1811,200,Irelia,XinZhao,Sylas,Ezreal,Lulu,Urgot,Qiyana,Malphite,Samira,Nautilus
1,0,1,0,0,0,0,0,1,0,413,1376,1676,-2097,-258,1565,100,Yasuo,XinZhao,Ezreal,Samira,Xerath,Kennen,Nidalee,Yone,Twitch,Nautilus
1,1,1,0,1,0,1,0,0,0,-1855,2601,434,-2700,302,1403,100,Janna,Udyr,Sylas,Tristana,Sona,Darius,Zeri,Ahri,Aphelios,Alistar
0,1,1,0,0,0,0,0,0,1,-405,1034,997,670,779,2032,100,Garen,Shaco,Vex,Sivir,Brand,Gangplank,Nocturne,Lux,Jinx,Soraka
0,2,1,0,0,0,0,0,0,0,-250,783,139,1177,-213,1500,100,Yorick,Nunu,Fizz,Varus,Zyra,Irelia,Volibear,Zoe,Jhin,Lux
0,2,0,1,0,1,0,0,0,0,-1476,8,-2161,-2568,-837,952,200,Kayle,Urgot,Kassadin,Samira,Veigar,Akali,Viego,Galio,Ashe,Nami
1,0,1,0,0,0,0,2,0,0,3810,1831,-15,1751,333,1371,100,Vayne,Viego,Zyra,Kaisa,Nautilus,Singed,Kayn,Katarina,Samira,Rakan
1,0,0,1,1,0,0,0,0,0,-1775,270,2393,183,-999,2562,200,Jayce,Sejuani,Zed,Xayah,Rakan,Pantheon,Mordekaiser,Ekko,Ashe,Zoe
0,1,1,0,0,0,0,1,0,0,100,-1794,-1401,816,159,1776,200,Camille,Shaco,Veigar,Vayne,Shen,Sett,Nocturne,Cassiopeia,Zeri,Pyke
0,1,1,0,0,0,0,1,0,0,-61,-231,-241,1292,32,1648,200,Gangplank,Shyvana,Zed,Jinx,Seraphine,Nasus,Warwick,Chogath,Jhin,Janna
1,0,1,0,0,0,0,0,0,1,1320,-1128,-164,343,1388,2121,100,Yone,Rengar,Akshan,Ziggs,Senna,Malphite,Kayn,Pantheon,Ashe,Soraka
0,0,1,0,0,0,0,0,0,0,429,30,-2332,-997,-1385,1577,200,LeeSin,Amumu,Kayle,Jinx,Lulu,Malphite,Zac,Yasuo,Jhin,Senna
2,0,1,0,0,0,0,0,1,0,-825,584,947,1383,1289,1463,100,Shen,Vi,Anivia,MissFortune,Teemo,Sion,RekSai,Zeri,Samira,Renata
1,0,0,0,0,0,0,0,0,0,1492,-2415,-1356,468,1087,2142,100,Darius,Warwick,Malzahar,Zeri,Senna,Camille,LeeSin,Fizz,Jinx,Blitzcrank
2,0,1,0,0,0,0,1,1,1,4580,-1444,1135,3687,161,1158,100,Graves,Hecarim,Viktor,Draven,Yuumi,Kennen,LeeSin,Yasuo,Kaisa,Zyra
0,1,0,0,0,0,0,0,0,0,-963,-339,-332,-300,-496,1671,200,Teemo,Zac,Annie,Varus,Veigar,Garen,LeeSin,Kayle,Ashe,Karma
0,2,0,0,1,0,1,0,0,0,-1291,-1410,-1306,-2994,-198,1261,200,Trundle,Graves,Sylas,Zeri,Vi,Sion,Diana,Katarina,Ezreal,Zilean
1,0,0,1,0,1,0,0,0,0,-408,-293,-2133,804,2047,2021,200,Gnar,Khazix,Ahri,Xayah,Heimerdinger,Darius,Olaf,Brand,Caitlyn,Ivern
1,0,0,1,0,0,1,0,0,0,1074,-855,715,-240,87,2201,100,Gangplank,Volibear,Viktor,Veigar,Zilean,Malphite,Diana,Qiyana,MissFortune,Nautilus
1,1,1,0,0,0,0,0,0,0,575,-414,-1650,429,1117,1793,100,Garen,Evelynn,Vex,Xayah,Leona,Mordekaiser,Kayn,Kaisa,Jhin,Thresh
0,1,0,0,0,0,0,0,0,0,-1023,491,-830,688,-530,2382,100,Gangplank,Diana,Ahri,Lucian,Karma,Cassiopeia,Vi,Zed,MissFortune,Zilean
0,1,1,0,0,0,1,0,0,0,-1028,-263,-495,-2707,-2190,1621,200,Mordekaiser,Shaco,Neeko,Jinx,Nautilus,Chogath,Ivern,Irelia,Ezreal,Sett
0,1,1,0,0,0,0,0,0,0,-201,-364,-1093,495,1233,1772,100,Shyvana,Viego,Ekko,Draven,Yuumi,Malphite,Hecarim,Kaisa,Twitch,Morgana
1,1,0,1,0,0,0,0,0,0,-280,-1240,1038,393,1921,2002,100,TahmKench,Hecarim,Talon,Aphelios,Xerath,XinZhao,Teemo,Leblanc,Twitch,Renata
1,0,1,0,0,0,0,1,0,0,1289,3310,-379,1143,679,1171,100,Yorick,Shaco,Lux,Aphelios,Braum,Ornn,Vi,Veigar,Kalista,Thresh
2,0,0,0,0,0,0,0,0,0,1127,814,556,3034,1299,1639,100,Kayle,Zac,Qiyana,Jinx,Thresh,Yorick,Viego,Akshan,Jhin,Zilean
2,0,0,0,0,0,0,0,0,1,-720,-167,1339,1280,93,1782,100,Gragas,Graves,Gangplank,Samira,Thresh,Darius,LeeSin,Katarina,Xayah,Rakan
2,0,1,0,0,0,0,0,1,1,-1352,-366,759,2537,2055,2063,100,Sion,MasterYi,Jayce,MissFortune,Lux,Gwen,Talon,Fizz,Jinx,Lillia
1,1,0,1,2,0,0,0,0,0,-3667,25,-715,359,-121,1171,200,Shen,MasterYi,Malzahar,Kaisa,Pyke,Urgot,Zac,Corki,Lucian,Velkoz
1,0,1,0,0,0,0,1,1,1,1450,-883,874,2339,2481,1625,100,Rumble,Khazix,Leblanc,Yasuo,Zac,Ryze,Hecarim,Kassadin,Ezreal,Senna
1,1,1,0,0,1,0,0,0,0,-1592,-965,-720,-1398,309,1839,200,Urgot,Ekko,Qiyana,Ashe,Xerath,Fiora,Trundle,Taliyah,Vayne,Bard
1,0,0,1,0,2,0,0,0,0,-36,447,-1484,506,820,1602,200,Shen,Ashe,Talon,Pyke,Khazix,Gangplank,Zac,Malphite,Senna,Chogath
1,1,0,1,0,0,1,0,0,0,-1388,-220,-443,-623,-1273,1582,200,Volibear,Shyvana,Yone,Xayah,Blitzcrank,Mordekaiser,Vi,Katarina,Zeri,Sona
0,1,1,0,0,0,0,1,0,0,380,-416,-373,-867,-381,1417,200,Sion,JarvanIV,Camille,Kaisa,Lux,Nasus,Khazix,Lissandra,Varus,Xerath
2,0,0,0,0,0,0,0,0,0,445,438,-1259,-1893,236,2036,200,Teemo,Karthus,Yone,Zeri,Blitzcrank,Tryndamere,Vi,Lux,Ezreal,Shaco
0,1,0,0,0,0,0,0,1,0,-5,324,1257,-2202,-1256,1767,200,Sett,Karthus,Yone,Xayah,Rakan,DrMundo,Diana,Pyke,Tristana,Nami
1,1,0,0,0,0,0,0,0,0,-3269,-1393,333,1378,1046,2051,200,Sion,Kindred,Sylas,Vayne,Pyke,Garen,LeeSin,Veigar,Kaisa,Nautilus
0,2,1,0,0,0,0,0,1,0,-708,1047,1385,-2342,-1315,1931,200,Fiora,Warwick,Zed,Jinx,Senna,Malphite,Khazix,Kaisa,Ezreal,Xerath
1,0,0,1,0,1,0,0,0,0,-840,416,-1489,422,-104,1940,100,Aatrox,Diana,Kaisa,Caitlyn,Soraka,Warwick,JarvanIV,Veigar,Jhin,Pyke
0,1,1,0,0,0,0,0,1,0,237,1359,-526,576,1508,1450,100,Trundle,Hecarim,Sion,Senna,Brand,Garen,Kayn,Rumble,Vayne,Bard
0,2,0,0,0,0,0,0,0,0,2207,-1408,-769,-1041,-1011,1992,200,Corki,Vi,Olaf,Zeri,Lulu,Renekton,MasterYi,Orianna,Vayne,Brand
0,1,0,0,0,0,0,0,0,0,-784,-1168,-15,30,1202,1954,100,Fiora,Ivern,Ekko,Jinx,Lux,Nasus,Amumu,Ahri,Kaisa,Morgana
2,0,1,0,0,0,0,0,1,1,58,19,3579,2359,2062,1473,100,Garen,Volibear,Ahri,Jinx,Velkoz,MonkeyKing,Evelynn,Katarina,Kaisa,Nautilus
2,0,0,1,1,0,0,0,0,1,-2458,731,-158,491,851,2014,100,Sett,Hecarim,Karthus,Zeri,Brand,Garen,Kindred,Viktor,Kaisa,Janna
1,0,0,1,0,0,1,0,0,0,-1641,-2223,-320,-1254,-750,1213,200,Urgot,Nidalee,Malzahar,Lucian,Thresh,Shen,Kindred,Zed,Draven,Nautilus
1,0,1,0,0,0,0,2,0,1,2517,2524,2234,2407,1593,1127,100,Tryndamere,Shaco,Syndra,Aphelios,Senna,Malphite,Hecarim,Orianna,Draven,Leona
1,1,0,0,0,0,0,0,0,1,1566,1680,-203,1708,1690,2012,100,Illaoi,Nocturne,Veigar,Tristana,Janna,Chogath,Shyvana,Diana,Ezreal,Kaisa
2,0,1,0,1,0,0,0,0,0,864,-576,-1626,-105,103,2134,200,Rumble,Skarner,Katarina,Jinx,Nautilus,DrMundo,Shaco,Diana,Caitlyn,Renata
2,0,0,1,0,0,1,0,1,0,-561,141,1304,-618,241,1675,200,Tryndamere,Nocturne,Anivia,Jhin,Brand,Nasus,Trundle,Fizz,Jinx,Lulu
1,0,0,1,1,0,0,0,0,0,-809,-695,-8,-1271,573,1358,100,Jax,Hecarim,Ahri,Kaisa,Yuumi,Sett,Zed,Blitzcrank,Ashe,Akshan
0,2,1,0,0,0,0,0,1,0,1679,918,2108,1359,1613,1298,100,Sett,MasterYi,Akali,MissFortune,Xerath,Warwick,Khazix,Katarina,Kaisa,Lux
1,1,0,1,0,1,0,0,0,0,-718,1305,-1270,2257,1570,1598,100,Urgot,Nocturne,Viktor,Zeri,Brand,Garen,Warwick,Ekko,Caitlyn,RekSai
0,2,0,1,1,1,0,1,0,0,-1801,-662,446,681,-726,1433,200,Garen,Shaco,Yasuo,Ezreal,Nautilus,Yorick,Rammus,Irelia,Kaisa,Morgana
1,0,0,0,0,0,0,1,0,0,1319,109,-1719,-211,503,1791,100,Tryndamere,Rammus,Yasuo,Caitlyn,Seraphine,Sett,Lillia,Kennen,Jhin,Morgana
0,1,0,1,1,1,0,0,0,0,-2963,-3566,-525,-1132,-690,1550,200,Skarner,Qiyana,Viktor,Draven,Thresh,Singed,LeeSin,Brand,Xayah,Rakan
2,0,0,1,1,2,0,0,0,1,-2324,-576,455,780,1488,1622,200,Graves,LeeSin,Yasuo,Kaisa,Pyke,Tryndamere,Volibear,Fizz,Ezreal,Rakan
1,1,0,0,0,0,0,0,0,0,-298,2435,-2389,2354,1074,1724,100,Kayle,Rengar,Anivia,Ezreal,Morgana,Akshan,Volibear,Yone,Kaisa,Renata
0,2,1,0,0,0,0,0,1,0,1443,275,-7,-601,-184,1641,200,Trundle,Tryndamere,Katarina,Twitch,Brand,Gangplank,Nunu,Ahri,Tristana,Taliyah
1,1,0,1,1,0,1,0,0,0,-799,-2258,-952,-2002,-1574,1437,200,Volibear,Khazix,Kassadin,Kaisa,Aatrox,Kled,Nunu,Yasuo,Jinx,Lux
0,1,0,1,1,1,0,0,0,0,-1548,-323,-2196,-2768,-286,2250,100,Nasus,Sejuani,TwistedFate,Lucian,Nami,Yorick,Khazix,Yone,Kaisa,Blitzcrank
1,0,0,0,0,0,0,0,0,0,-407,-1308,-2783,427,-143,2336,100,Fiora,MasterYi,Ahri,Zeri,Renata,Warwick,Vi,Talon,Twitch,Lulu
1,1,0,1,1,1,0,0,0,0,-2039,-501,-2118,-1962,-540,1086,200,Warwick,MasterYi,Brand,Ezreal,Yuumi,Jax,Kayn,Ahri,Sivir,Nautilus
0,2,0,1,0,1,0,0,0,0,-2632,875,-2217,189,-1225,1387,200,Garen,Viktor,Vex,Shyvana,Morgana,Tryndamere,Trundle,Annie,Akshan,Lux
0,1,0,1,1,1,0,0,0,0,-2228,-1444,-1859,-1728,-1032,1042,200,Garen,Shaco,Yone,Zeri,Nami,Kayle,RekSai,Ekko,Jinx,Renata
2,0,1,0,0,0,0,0,1,0,689,-1513,807,736,1425,1662,200,Camille,Trundle,Diana,Lucian,Janna,Volibear,FiddleSticks,Ahri,Zeri,Rakan
1,0,0,1,0,1,0,0,0,0,-596,-404,-1347,-2121,-454,982,200,MonkeyKing,Ekko,Fizz,MissFortune,Soraka,Fiora,Hecarim,Orianna,Jinx,Rakan
0,1,0,0,0,0,0,0,0,0,1694,-1779,-1531,-1478,-561,2605,100,Yone,Olaf,Annie,MissFortune,Rell,Tryndamere,Graves,Karthus,Jhin,Maokai
1,1,0,1,0,0,0,0,0,0,-352,-451,1875,2027,1698,1525,100,DrMundo,Warwick,Leblanc,Jhin,Shaco,Camille,MasterYi,Yone,Vayne,Nami
0,1,0,0,0,0,0,0,0,0,302,795,145,274,110,1708,100,Garen,Udyr,Syndra,Kaisa,Renata,Sion,XinZhao,Zed,Vayne,Pyke
2,0,1,0,0,0,0,1,2,0,274,1083,3568,243,351,1356,100,Volibear,Viego,Xerath,Kaisa,Pyke,Rengar,Udyr,Katarina,Jinx,Zilean
0,1,1,0,0,0,0,0,0,0,-576,1200,598,1670,-543,1721,100,Teemo,Graves,Ashe,Caitlyn,Nautilus,Irelia,Ekko,Malzahar,Kaisa,Morgana
1,0,1,0,0,0,0,1,0,0,2563,53,104,2141,784,1165,100,Darius,Amumu,Lissandra,Caitlyn,Zyra,Jax,XinZhao,Vex,MissFortune,Renata
2,0,1,0,0,0,0,1,2,1,1038,61,4931,1587,439,1382,100,DrMundo,JarvanIV,Akshan,KogMaw,Leona,Trundle,Hecarim,Viktor,Twitch,Janna
2,0,1,0,0,0,0,2,1,0,3436,960,1339,2458,2352,989,100,Yone,Volibear,Katarina,Samira,Leona,Fiora,RekSai,Diana,Twitch,Lulu
1,1,0,1,0,0,0,0,0,0,-1228,1435,-983,-1710,-2182,1156,200,Riven,Zac,Veigar,Tristana,Nautilus,Aatrox,Nunu,Lux,Jinx,Irelia
2,0,1,0,0,0,0,0,0,0,-1249,2215,642,422,494,1792,100,Poppy,Shaco,Veigar,Tristana,Blitzcrank,Mordekaiser,Graves,Ryze,Sivir,Thresh
0,1,1,0,0,0,0,0,0,0,1349,-148,-1822,-1982,57,1901,200,Akali,Zac,Qiyana,Jhin,Pyke,Fiora,Hecarim,Jayce,Ezreal,Renata
1,1,0,0,0,0,0,0,0,0,-1294,348,1475,777,117,1910,200,MasterYi,Ekko,Vladimir,Draven,Renata,Kayle,Diana,Veigar,Ashe,Yuumi
0,1,0,1,0,0,0,0,0,0,512,-792,-2870,410,906,1979,200,Camille,Warwick,Galio,Lucian,Senna,Nasus,Volibear,Zoe,Xayah,Soraka
1,1,0,1,1,1,0,0,0,0,-2265,-728,-628,370,115,2243,100,Jayce,Hecarim,Talon,Lucian,Sona,Kled,Nocturne,Corki,Ashe,Lux
2,0,1,0,0,0,0,2,0,0,2654,1555,433,-115,123,1629,100,Renekton,Diana,Lux,Jhin,Thresh,Malphite,XinZhao,Ahri,Caitlyn,Lulu
0,1,1,0,0,0,0,1,0,0,1823,964,1357,-2133,-871,1718,100,Kayle,Trundle,TwistedFate,Caitlyn,Karma,Rengar,Hecarim,Syndra,Thresh,Kaisa
1,1,0,1,0,1,0,0,0,0,1216,-5,-2452,1339,973,1708,100,Graves,Quinn,Veigar,Ashe,Lux,Garen,Nunu,Yasuo,Kaisa,Morgana
0,1,1,0,0,0,0,0,1,0,364,-807,2423,3017,-3113,1893,200,Teemo,XinZhao,Kaisa,Jhin,Thresh,Gwen,MasterYi,Azir,Caitlyn,Senna
1,0,0,1,0,0,0,0,0,0,1067,-454,980,727,415,1371,100,Yone,XinZhao,Akali,Kaisa,Blitzcrank,Jayce,Warwick,Ekko,Lucian,Nami
1,0,1,0,0,0,0,2,1,0,3113,1711,3248,1002,1248,1450,100,Aatrox,XinZhao,Veigar,Ezreal,Lux,Soraka,LeeSin,Bard,Jhin,Nami
1,1,1,0,0,0,0,0,0,1,227,238,-201,397,177,1929,100,Darius,Diana,DrMundo,Jhin,Pyke,Gangplank,MasterYi,Veigar,Kaisa,Ornn
0,2,1,0,0,0,0,0,1,0,1403,610,2399,1685,855,1903,100,Garen,Elise,Graves,Samira,Swain,Malphite,MasterYi,Sylas,Jhin,Soraka
0,1,0,0,0,0,0,2,0,0,1422,-883,-922,-1679,-250,1679,200,Sion,Shaco,Corki,Veigar,Zilean,TahmKench,Zac,Yasuo,Ezreal,Lulu
1,0,0,0,0,0,0,0,0,0,1570,1715,-924,588,51,985,100,Gangplank,MasterYi,Nunu,Kaisa,Nautilus,Samira,Khazix,Irelia,Ezreal,Zyra
0,2,0,1,0,0,1,0,0,0,-315,19,56,-3079,-1067,1434,200,Sion,Khazix,Yone,Ziggs,Renata,Nasus,Kindred,Akshan,Jhin,Lux
0,1,1,0,0,0,0,0,0,0,-1080,354,2414,-250,-536,2198,100,Kayle,Kindred,Veigar,Jhin,Pyke,Aatrox,Viego,Viktor,Caitlyn,Zyra
1,1,1,0,0,0,0,1,0,0,747,186,-635,655,406,2057,100,Garen,MasterYi,Ahri,Caitlyn,Nami,Volibear,Zac,Talon,Ezreal,Lulu
1,1,1,0,0,0,1,1,0,0,1229,-1264,-180,-1434,-432,1857,200,Garen,Khazix,Leblanc,Ashe,Lux,Warwick,Shaco,Kassadin,Kalista,Sett
2,0,0,1,0,1,0,0,0,0,66,-260,-2520,1220,639,2226,100,Illaoi,MasterYi,Lissandra,MissFortune,Leona,Darius,Warwick,Irelia,Jinx,Lux
1,0,1,0,1,0,0,1,1,0,1456,1412,1344,-783,812,1722,100,Trundle,Nocturne,Annie,Ezreal,Janna,Sion,Nidalee,Malzahar,Kaisa,Velkoz
1,0,0,0,0,0,0,0,0,0,-323,135,2096,-597,-465,1535,200,Garen,LeeSin,Zed,Cassiopeia,Senna,Gwen,Warwick,Yone,Caitlyn,Lux
0,0,0,0,0,0,0,0,0,0,1341,842,1578,-692,-1161,1981,200,Rengar,Nidalee,JarvanIV,Samira,Zoe,MonkeyKing,Volibear,Caitlyn,Teemo,Senna
1,0,1,0,0,0,0,0,1,0,-479,1838,3050,3062,1633,1462,100,Riven,Nidalee,Yasuo,Twitch,Senna,Yorick,Vi,Irelia,Jhin,Lux
1,1,0,1,1,0,0,0,0,0,-1056,-1202,672,1249,650,1655,100,Malphite,Volibear,Yasuo,Jinx,Nami,Yorick,Mordekaiser,Annie,Ashe,Soraka
0,1,1,0,0,0,0,2,0,0,3164,586,377,-1120,277,2095,100,Jayce,Hecarim,Veigar,Twitch,Brand,Nasus,FiddleSticks,Cassiopeia,Ashe,Sona
0,1,0,1,0,0,2,0,0,0,-1418,-2041,-1769,-2476,-531,1321,200,Shen,Rengar,Veigar,Zeri,Thresh,Irelia,Nocturne,Yone,Jinx,Blitzcrank
0,1,1,0,0,0,0,0,1,0,-755,1189,2133,333,-526,2407,100,Riven,Diana,Qiyana,Cassiopeia,Soraka,Trundle,Taliyah,Zed,Senna,Seraphine
0,1,1,0,0,0,0,1,0,0,1813,-132,1321,995,2358,1396,100,Jax,Hecarim,Ahri,Tristana,Renata,TahmKench,Kindred,Lissandra,Zeri,Lulu
2,0,0,0,0,0,0,0,0,1,-176,-1,2185,2491,1580,1948,100,Teemo,Viego,Caitlyn,Lucian,Nami,Vladimir,Lillia,Viktor,Ezreal,Thresh
1,0,1,0,0,0,0,0,0,0,-432,-357,-120,323,-585,1962,200,Urgot,Nocturne,Vladimir,MissFortune,Janna,Tryndamere,Rammus,Zed,Zeri,Blitzcrank
0,2,0,0,0,0,0,0,0,0,-2438,328,-1170,-917,-606,1834,200,Sett,Sion,Malzahar,Lucian,Janna,Zed,XinZhao,Mordekaiser,Ezreal,Pyke
0,2,0,0,0,0,0,0,0,0,-1201,-1276,549,896,-344,2005,200,Nasus,Malphite,Leblanc,Zeri,Janna,TahmKench,Lillia,Kaisa,Ashe,Bard
1,0,1,0,0,0,0,0,1,0,877,509,1248,-525,-711,1932,100,Irelia,Poppy,Chogath,Jinx,Brand,Camille,Shaco,Katarina,Vayne,Pyke
0,2,0,1,0,0,0,0,0,0,693,-16,-356,1049,602,2057,200,Gragas,Zac,Cassiopeia,Jinx,Renata,Garen,MasterYi,Yasuo,Zyra,Yuumi
1,0,1,0,0,0,0,0,1,0,1489,1233,3355,-852,-256,1290,100,Shen,Warwick,Anivia,Tristana,Zyra,Riven,Zac,Sylas,Kaisa,Brand
1,0,0,0,0,0,0,0,0,0,2116,692,-884,3043,1912,1608,100,Graves,Volibear,Gangplank,Twitch,Renata,Quinn,LeeSin,Katarina,Xayah,Rakan
2,0,0,1,1,0,0,0,0,0,-2033,151,1904,-225,540,2312,100,Sion,Khazix,Qiyana,Veigar,Nami,Volibear,LeeSin,Viktor,Aphelios,Blitzcrank
1,0,0,0,0,0,0,1,0,0,4648,1153,-53,-460,-171,1160,100,Aatrox,Warwick,Veigar,Samira,Leona,Nasus,Shaco,Zed,Kaisa,TahmKench
2,0,1,0,0,0,0,0,0,0,1813,2246,2702,-923,-87,1243,100,Mordekaiser,Sejuani,Diana,Ezreal,Nami,Irelia,MasterYi,Ziggs,Tristana,Yuumi
1,0,1,0,0,0,0,0,1,0,-592,722,-8,1615,1174,1463,100,DrMundo,Warwick,Ziggs,Jinx,Morgana,Gnar,Shaco,Cassiopeia,Sivir,Nautilus
