t1Dragons,t2Dragons,t1Rift,t2Rift,t1TopTowerTaken,t1MidTowerTaken,t1BotTowerTaken,t2TopTowerTaken,t2MidTowerTaken,t2BotTowerTaken,topGoldDiff,jugGoldDiff,midGoldDiff,adcGoldDiff,supGoldDiff,gameLength,winningTeam,t1Top,t1Jug,t1Mid,t1Adc,t1Sup,t2Top,t2Jug,t2Mid,t2Adc,t2Sup
0,2,0,0,0,0,0,1,0,0,-1394,-1370,2013,61,126,1905,200,Nasus,Lillia,Tristana,Samira,Lulu,Shen,Viego,Orianna,Lucian,Ashe
0,2,0,1,0,1,0,0,0,0,-314,-277,-778,494,-761,1993,200,Irelia,Rammus,Lux,MissFortune,Sona,Darius,Amumu,Yone,Senna,Brand
1,0,1,0,0,0,0,0,0,2,389,988,-298,3232,1109,969,100,Sett,Diana,Yasuo,Jinx,Renata,Riven,Kayn,Malphite,Jhin,Janna
1,0,0,1,0,0,1,0,0,0,269,-3093,-429,-1259,-121,1658,100,Gnar,Graves,Seraphine,Ezreal,Nautilus,Malphite,Kayn,Yone,Jhin,Soraka
2,0,0,1,0,0,1,0,0,0,2354,-278,-1159,186,-21,2723,100,Lillia,MasterYi,Ahri,Heimerdinger,Thresh,Teemo,Poppy,Syndra,Tristana,Blitzcrank
0,1,1,0,0,0,0,0,0,0,-2065,822,-712,-1231,-163,999,200,Garen,XinZhao,Cassiopeia,Zeri,Seraphine,Gwen,Hecarim,Jayce,Jhin,Renata
0,2,1,0,0,0,0,0,0,0,87,589,189,-80,100,1758,200,Yone,LeeSin,Anivia,Vayne,Soraka,Volibear,Mordekaiser,Ahri,Twitch,Pantheon
1,0,0,1,1,0,0,0,0,0,-2156,340,-1191,1474,575,2153,100,Tryndamere,Zac,Vex,Jinx,Nautilus,Sett,LeeSin,Cassiopeia,MissFortune,Soraka
1,1,0,0,0,0,0,0,0,0,44,1514,-938,-939,14,1657,100,Sion,Diana,Yasuo,KogMaw,Thresh,Darius,Rengar,Vex,Caitlyn,Nautilus
0,1,0,1,0,0,0,0,0,0,-1851,-994,-337,-237,-390,1554,200,Malphite,Vi,Akshan,Lucian,Nami,Vayne,Skarner,Akali,Jhin,Morgana
1,1,1,0,0,0,0,1,0,0,3894,904,-620,-959,149,1913,100,Garen,Volibear,Katarina,Jinx,Blitzcrank,Sett,Hecarim,Lux,Lucian,Morgana
1,0,1,0,0,0,0,0,0,0,-847,803,1732,123,329,2764,100,Kennen,Rengar,Yasuo,MissFortune,Zyra,Urgot,Kayn,Akali,Ezreal,Senna
1,0,1,0,0,0,0,1,0,0,781,708,483,264,1568,1543,100,Yorick,Nunu,Vex,Kaisa,Velkoz,Riven,JarvanIV,Veigar,Ezreal,Yuumi
1,1,0,1,0,0,0,1,0,0,1876,47,1692,1061,295,2025,100,Sett,Vi,Neeko,Lucian,Soraka,Irelia,Diana,Anivia,Ezreal,Swain
1,1,1,0,0,0,0,0,0,0,1193,1171,1329,2390,1267,969,100,Akali,Hecarim,Ryze,Tristana,Renata,Mordekaiser,Ekko,Viktor,Jinx,Zyra
0,1,1,0,0,0,0,0,0,0,2067,-1505,-1118,-2814,-349,1747,200,Darius,Karthus,Vladimir,Kaisa,Senna,Aatrox,Viego,Ziggs,Caitlyn,Maokai
1,0,0,1,1,0,0,0,0,0,338,-398,1656,-1065,-1037,1640,200,XinZhao,Kindred,Irelia,MissFortune,TahmKench,Gwen,Diana,Yasuo,Aphelios,Janna
1,1,1,0,0,0,0,0,0,0,1007,-53,78,872,-685,1873,100,Nasus,Diana,Morgana,Caitlyn,Blitzcrank,Volibear,Kayn,Sylas,Vayne,Lulu
0,2,0,1,3,0,0,0,0,0,-3609,-460,671,-757,-277,1795,200,MonkeyKing,LeeSin,Kassadin,Ezreal,Karma,Kled,Kayn,Chogath,Vayne,Zyra
0,1,1,0,0,0,0,0,0,0,1077,-1166,151,499,981,2530,200,Sett,Yorick,Annie,Caitlyn,Morgana,TahmKench,Diana,Yasuo,Varus,Braum
1,0,1,0,1,0,0,0,0,0,-414,-3046,1233,2202,-431,2460,200,Teemo,XinZhao,Corki,Yone,Nami,Sett,Jax,Leblanc,Jhin,Zyra
0,1,0,1,0,1,2,1,0,0,758,-30,-1357,-172,-108,1263,200,Riven,Nunu,Yasuo,Kaisa,Blitzcrank,Kayn,Vi,Viktor,Twitch,Yuumi
1,0,1,0,0,0,0,0,0,0,-157,-281,-1191,-632,-652,1381,200,Yone,Diana,Talon,Jinx,Lux,Teemo,Zac,Leblanc,Kaisa,Senna
1,0,0,0,0,0,1,0,0,0,-642,-1287,691,-2525,306,1720,100,Riven,Zac,Kassadin,Jinx,Nami,Malphite,Taliyah,Tristana,Twitch,Teemo
0,1,0,1,2,0,1,0,0,0,-1213,-1899,-807,-722,-1375,2305,100,Renekton,JarvanIV,Zed,Jinx,Brand,Sett,Nunu,Garen,Sivir,Zyra
2,0,1,0,0,0,0,0,0,1,-1164,1236,1119,1759,1261,2021,200,Poppy,Mordekaiser,Katarina,Twitch,Morgana,Fiora,Warwick,Lux,Sivir,Yuumi
0,2,0,1,1,0,1,0,0,0,-3572,-969,-2590,-1806,-1975,1049,200,Yone,Lillia,Katarina,Samira,Thresh,Irelia,Kindred,Akali,Zeri,Senna
1,0,0,0,0,0,0,0,0,0,112,-222,952,1316,601,1926,200,Shen,Twitch,Pyke,Jinx,TahmKench,Nasus,Zac,Malzahar,Cassiopeia,Nami
0,1,0,1,0,1,1,0,0,0,-1083,-543,-2473,-2342,-816,1704,200,Shen,Hecarim,Brand,MissFortune,Karma,Mordekaiser,Graves,Sylas,Jhin,Soraka
1,0,1,0,0,0,0,0,0,1,-2194,267,333,2668,681,2051,200,Teemo,Volibear,Xerath,Lucian,Sona,Sett,Zac,Ahri,Jinx,Lux
1,0,0,0,1,0,0,0,0,1,-832,4734,2094,-494,-935,2008,200,Lulu,Rengar,Talon,MissFortune,Blitzcrank,Darius,Olaf,Viktor,Ezreal,Yuumi
1,1,1,0,0,0,0,0,1,0,-655,276,1023,952,-366,1811,200,Singed,MasterYi,Yasuo,Jhin,Brand,Yorick,Jax,Viktor,Vayne,Ashe
2,0,1,0,0,0,0,0,0,0,-1015,1093,-988,646,-194,1616,100,Shyvana,Nocturne,Malzahar,Lucian,Nami,Irelia,RekSai,Veigar,Ezreal,Karma
0,1,1,0,0,0,0,0,0,0,1199,-164,-509,2374,467,1515,100,Jayce,Rammus,Ahri,Zeri,Karma,Darius,Zac,Orianna,Zilean,Ezreal
1,0,0,1,0,0,0,2,1,0,4923,2538,2306,-54,1433,1113,100,Trundle,Kayn,Akshan,Varus,Brand,Yasuo,Amumu,Orianna,Draven,Nautilus
0,1,0,0,0,0,1,0,0,0,-1622,-973,-877,-2526,-2379,1627,200,Shen,Viego,Veigar,Vayne,Soraka,Fizz,Evelynn,Ezreal,Aphelios,Senna
1,1,1,0,1,0,0,1,1,0,-64,1468,4411,-1616,53,1360,100,Olaf,Trundle,Anivia,Ashe,Senna,Irelia,Viego,Ahri,Jhin,Rakan
1,0,0,0,0,0,0,0,0,0,-1205,-394,617,-407,414,1670,100,Malphite,XinZhao,Kassadin,Caitlyn,Leona,Gwen,Katarina,Rammus,Ashe,Senna
0,1,0,1,0,6,1,0,0,0,-3909,-3095,-1118,-30,-554,884,200,Akshan,Vi,Veigar,MissFortune,Nami,Jhin,Khazix,Lux,Lucian,Ryze
0,2,1,0,0,0,0,0,1,1,1392,2113,945,452,282,1626,100,Akshan,Hecarim,Talon,Jhin,Senna,Yasuo,Shyvana,Ekko,Vayne,Xerath
0,0,0,1,1,1,1,0,0,0,-1434,-1192,1195,-2803,-1588,1597,200,Katarina,Evelynn,Ekko,Tristana,Alistar,Darius,LeeSin,Galio,Aphelios,Sion
1,0,0,1,0,1,0,0,0,0,1285,-1939,-1900,42,603,1432,100,Irelia,Jinx,Kayle,Hecarim,Lulu,TahmKench,Elise,Zed,Ezreal,Nautilus
1,1,0,1,0,0,0,0,0,0,149,1058,93,2610,-910,1421,100,Aatrox,Zac,Vex,Samira,Soraka,Yone,Khazix,Renekton,Jinx,Lux
1,0,1,0,0,0,0,1,1,0,1899,-36,1917,647,-2030,1623,100,Sett,Nunu,Irelia,Tristana,Renata,Fiora,RekSai,Zoe,Jhin,Swain
0,1,0,1,0,1,1,0,0,0,219,327,-3055,-3449,-2281,1341,200,Illaoi,MasterYi,Ekko,Caitlyn,Soraka,Mordekaiser,RekSai,Jayce,Samira,Swain
1,0,0,0,1,0,0,0,0,0,-2172,74,-163,-1028,112,1640,200,Camille,Rammus,Ryze,Jhin,Lux,Sett,Viego,Kaisa,Draven,Yuumi
2,0,0,1,1,0,0,0,0,0,-953,-198,-875,-143,46,1320,200,Ornn,LeeSin,Ahri,Xayah,Rakan,Kayle,Rammus,Yasuo,Zeri,Janna
1,0,0,1,1,0,0,0,0,0,-571,1665,-764,1775,1443,1658,100,Yone,Diana,Fizz,Zeri,Brand,Graves,Viego,Katarina,Jinx,Blitzcrank
1,1,0,1,1,0,0,0,0,0,-531,307,987,323,-1029,1648,100,Kayle,Trundle,Ahri,Varus,Xerath,Warwick,MonkeyKing,Fizz,Jinx,Senna
1,1,1,0,0,0,0,3,0,0,885,2690,880,-1156,56,1624,100,Yorick,Kayn,Jhin,Vayne,Lux,Urgot,Shaco,Vex,Lucian,Nami
2,0,1,0,0,0,0,0,1,0,2294,975,1137,-1001,621,2254,200,Irelia,Zac,Pyke,Twitch,Morgana,Tryndamere,Kayn,Neeko,Samira,Alistar
1,1,1,0,0,0,0,0,1,0,-2106,1015,1412,1683,2159,1806,100,Yone,XinZhao,Lissandra,Vayne,Brand,Gangplank,Zac,Irelia,Xayah,Velkoz
1,0,0,0,0,0,0,0,0,1,852,178,-356,1270,192,1680,200,Jax,Nocturne,Vladimir,Jinx,Nautilus,Yorick,Nasus,Talon,Kaisa,Lulu
0,2,0,1,1,0,0,0,0,0,-3627,-1248,279,-940,-668,1226,200,Kled,Hecarim,Syndra,Jhin,Pyke,Tryndamere,Rumble,MasterYi,Kaisa,Veigar
0,1,0,1,0,0,1,2,0,0,2207,-911,-114,-1392,-2589,1282,200,Sett,LeeSin,Katarina,Ashe,Thresh,Riven,JarvanIV,Viktor,Caitlyn,Zyra
0,2,0,1,1,0,1,0,0,0,-4679,-493,-2287,-2912,-1155,1217,200,Shen,Hecarim,Ryze,Caitlyn,Shaco,Nunu,Aphelios,Riven,Zoe,Karma
0,1,0,1,0,0,0,0,0,0,32,-772,1162,550,338,2277,100,DrMundo,Nunu,Lux,MissFortune,Ahri,Sion,Mordekaiser,Corki,Ezreal,Soraka
1,1,1,0,0,0,0,0,1,0,413,821,2236,1609,203,1476,100,Yone,DrMundo,Vex,Zeri,Lulu,Garen,Evelynn,Sylas,Draven,Nautilus
1,0,0,0,0,0,0,1,1,0,2542,717,4051,1693,765,1381,100,Volibear,XinZhao,Kassadin,Xayah,Rakan,Pantheon,Karthus,Katarina,Vayne,Seraphine
0,1,0,1,1,1,0,0,0,0,-4766,-2651,2113,184,700,1348,200,Riven,FiddleSticks,Viktor,Aphelios,Zyra,Pantheon,Ekko,Leblanc,Yasuo,Rakan
1,1,0,0,0,0,0,0,0,0,-1128,-949,-1068,-367,-912,1561,200,Aatrox,Viego,Fizz,Ezreal,Yuumi,Sion,Graves,Lissandra,Aphelios,Neeko
0,1,1,0,0,0,0,0,0,0,1067,-111,1051,498,392,1971,100,Kayle,Rammus,Leblanc,Jinx,Nami,Sion,Graves,Kaisa,Vayne,Bard
1,1,1,0,0,0,0,0,1,0,-1087,-691,1510,257,706,2074,200,Urgot,Ahri,Kindred,Ziggs,Nautilus,Malphite,Graves,Lucian,Veigar,Bard
0,1,1,0,0,0,0,1,0,1,3225,-935,-569,852,491,1474,100,Aatrox,Rammus,Zed,Jinx,Blitzcrank,Nasus,MasterYi,Fizz,Twitch,Thresh
1,0,0,1,1,0,1,0,0,0,-3136,1307,-751,-1195,-1167,1993,200,Jayce,Rengar,Akali,Veigar,Yuumi,Riven,Nidalee,Irelia,Zeri,Ziggs
1,1,1,0,0,0,0,0,0,0,992,260,-3,1449,846,1489,100,Kayle,Vi,Malzahar,Ezreal,Twitch,Sion,Viego,Sylas,Jhin,Senna
1,1,1,0,0,0,0,0,0,0,640,798,-689,-297,-111,1645,100,Camille,Volibear,Yone,Draven,Xerath,Gangplank,Amumu,Kaisa,Vayne,Soraka
2,0,1,0,0,0,0,1,1,0,2000,429,3610,801,1013,1132,100,Malphite,Kindred,Fizz,Akshan,Morgana,Camille,Diana,Vex,Zeri,Blitzcrank
1,0,0,1,0,1,0,0,0,0,-565,-1323,-2883,1677,-519,1135,200,Garen,Hecarim,Yasuo,KogMaw,Nautilus,Akali,Lillia,Sion,Caitlyn,Pyke
1,1,1,0,1,0,0,0,0,0,-2077,178,1278,3042,-208,1697,100,MonkeyKing,Volibear,Yone,Syndra,Morgana,Illaoi,JarvanIV,Akali,Jinx,Senna
1,1,1,0,0,0,0,0,0,0,-72,423,860,568,1616,2248,200,Warwick,DrMundo,Chogath,Vex,Xerath,Tryndamere,Viego,Seraphine,Twitch,Taric
0,1,1,0,1,2,0,0,0,0,-49,-3262,-2412,587,862,2074,100,Zed,Vi,TahmKench,Ashe,Xerath,DrMundo,Tryndamere,Anivia,Jhin,Nami
0,2,1,0,0,0,0,0,0,0,-1148,-1439,-275,-208,0,1639,200,Quinn,Vi,Katarina,Kaisa,Braum,Trundle,MasterYi,Vladimir,Aphelios,Alistar
1,0,0,0,0,0,0,0,0,0,137,-3066,387,-224,-826,1262,200,Volibear,Khazix,Cassiopeia,Caitlyn,Anivia,Ornn,Diana,Soraka,Zeri,Nautilus
2,0,0,1,0,0,0,1,0,0,4689,-1646,509,-1102,-1951,1021,100,DrMundo,Vi,Sylas,Zeri,Lulu,Nasus,Udyr,Twitch,Kaisa,Swain
2,0,0,1,1,1,0,0,0,0,-443,-1131,-3089,736,103,1704,100,MonkeyKing,Diana,Kalista,Kaisa,Lulu,Volibear,Rengar,Akshan,Samira,Zyra
1,0,0,1,0,1,0,0,0,0,-1399,-1406,-624,1285,412,1988,200,Shen,Viego,Annie,Twitch,Lux,Corki,Kayn,Irelia,Caitlyn,Xerath
0,2,0,0,0,0,0,0,0,0,-600,83,1327,-488,-330,2041,100,Mordekaiser,Amumu,Yasuo,Ashe,Pyke,Aatrox,Tryndamere,Vex,Ezreal,Soraka
1,1,1,0,0,0,0,0,0,0,-24,-235,-188,-1178,-769,1987,100,Yone,MasterYi,Kayle,Tristana,Seraphine,Illaoi,RekSai,TwistedFate,Aphelios,Zyra
0,0,1,0,0,0,1,0,1,0,-725,-1125,3935,-1219,-633,1236,100,Nasus,LeeSin,Yone,Ashe,Lux,Trundle,Zac,Yasuo,Sivir,Thresh
0,2,0,1,0,0,0,1,0,0,935,1232,1556,-1441,-650,2249,100,Nasus,Ekko,Veigar,Draven,Thresh,Graves,Mordekaiser,Kassadin,Vayne,Morgana
2,0,1,0,0,0,0,0,0,0,-585,2127,587,-145,-272,1374,200,Gragas,Shaco,Ahri,Caitlyn,Alistar,Ornn,Nocturne,Gwen,Jinx,Leona
2,0,0,1,1,0,0,0,0,0,-1611,-1558,1472,623,-377,2046,200,Jayce,Elise,Ahri,Vayne,Pyke,Jax,Kayn,Kennen,Ashe,Karma
0,2,1,0,0,0,0,0,1,1,-332,444,2983,1096,2041,1456,200,Garen,RekSai,Lucian,Caitlyn,Lux,Jax,DrMundo,Akali,Jinx,Soraka
1,1,0,0,0,0,0,0,0,0,1440,-1636,257,-1774,-30,1906,200,Graves,Warwick,Viktor,Jinx,Zyra,Jayce,Sion,Zed,Veigar,Pyke
1,1,0,1,0,0,0,0,0,0,-86,-300,-196,-334,829,2030,200,Volibear,FiddleSticks,Leblanc,Ezreal,Senna,Riven,Diana,Lux,Zeri,Yuumi
1,1,0,1,0,0,0,0,0,0,-1300,-85,-1379,-465,956,2184,100,Jayce,Zac,Malzahar,Yasuo,Morgana,Zed,Viego,Xerath,Samira,Blitzcrank
1,1,0,1,0,1,1,0,0,0,-458,-2330,-2140,-1087,-1143,1444,200,Nasus,Olaf,Kassadin,Kaisa,Yuumi,Aatrox,MasterYi,Akali,Jinx,Bard
1,0,1,0,0,1,0,0,0,0,2213,-56,-1582,-1776,-38,2608,100,Gragas,Graves,Pantheon,Kaisa,Velkoz,Kayle,Hecarim,Fizz,Xayah,Rakan
0,2,1,0,0,0,0,0,0,0,2149,-2107,-141,210,-398,1987,100,Sett,Skarner,Kayle,Ezreal,Swain,Darius,Viego,Nami,Draven,Lissandra
0,1,0,0,3,0,1,0,0,0,-5397,-635,-460,-1190,-1450,1359,200,Singed,Twitch,Fizz,Kaisa,Lulu,Yorick,Rengar,Zoe,Tristana,Yuumi
1,1,0,0,0,0,0,0,0,0,-1138,-504,1660,-440,-1864,1747,200,Teemo,Warwick,Renekton,Zeri,Janna,Irelia,FiddleSticks,Kassadin,Nami,Lucian
0,1,0,1,0,1,1,0,0,0,-2867,-770,-2551,-3803,-1835,1286,200,Aatrox,Volibear,Kassadin,Samira,Nunu,Heimerdinger,FiddleSticks,Zed,Draven,Lux
0,2,0,1,0,0,0,1,0,0,956,17,-629,788,481,2162,200,Aatrox,LeeSin,Ahri,Jhin,Braum,Warwick,XinZhao,Viktor,Jinx,Rakan
0,2,1,0,0,0,0,0,0,0,932,483,-845,-224,-1869,1441,200,Fiora,MasterYi,Galio,Jinx,Ornn,Teemo,Volibear,Urgot,Samira,Brand
1,0,1,0,0,0,0,1,1,1,145,909,1800,5260,1036,1981,100,Darius,Hecarim,Sylas,Draven,Yuumi,Garen,Diana,Ekko,Senna,Veigar
0,1,0,1,1,1,0,0,0,0,-4204,-1867,-2133,2472,1022,1152,200,Kayle,Rammus,DrMundo,Ashe,Morgana,Jayce,RekSai,Yasuo,Xayah,Sona
0,1,0,1,2,0,0,0,0,0,-2648,-523,1214,-2489,539,1106,200,Maokai,Zac,Qiyana,Zeri,Lulu,Yorick,FiddleSticks,Irelia,Samira,Yuumi
1,0,0,0,0,0,0,1,0,1,1665,2638,1259,3563,580,2009,100,Illaoi,Viego,Zed,Kaisa,Swain,Teemo,Warwick,Vladimir,MissFortune,Lux
0,2,0,1,0,0,0,1,0,0,2417,-477,-1689,-361,-606,1851,100,Camille,Khazix,Anivia,Draven,Thresh,Jax,Nunu,Yone,Tristana,Renata
0,2,0,1,0,0,0,0,0,0,-193,-594,-8,-1092,-971,1660,200,Gangplank,JarvanIV,Ekko,Kaisa,Nami,Mordekaiser,Sion,Viktor,Jhin,Lulu
1,1,0,1,0,1,0,0,0,0,-97,-2612,36,741,28,1634,200,Gangplank,Volibear,Irelia,Jhin,Senna,Graves,MasterYi,Fizz,Kaisa,Morgana
1,1,0,1,0,1,0,0,0,0,-584,-2066,-373,-1594,-1155,1588,200,Tryndamere,Amumu,Yasuo,Ezreal,Bard,Singed,Hecarim,Vex,Jinx,Lux
1,1,0,1,1,0,0,0,0,0,-1829,-2215,1622,541,526,1646,200,Warwick,JarvanIV,Lux,Samira,Leona,Illaoi,Khazix,Ahri,Kaisa,Blitzcrank
0,2,0,1,1,0,0,0,0,0,-1510,-248,-1336,1120,920,2291,100,Kayle,Shyvana,Viktor,Jhin,Rumble,Ryze,Viego,Akshan,Sivir,Veigar
0,1,1,0,0,0,0,1,0,0,2904,-277,1624,1343,223,961,100,Camille,Khazix,Fizz,Jhin,Zilean,Aatrox,Kayn,Lux,Vayne,Lulu
1,0,0,1,0,1,1,0,0,0,149,-1002,-1079,-3206,-1287,1128,200,Sett,Rammus,Ahri,Kaisa,Thresh,Kayle,RekSai,Brand,Tristana,Leona
1,0,0,1,0,0,0,0,0,1,652,499,-544,772,1617,1361,100,Vayne,Diana,Veigar,Ashe,Karma,Yone,Ekko,Zed,Zeri,Lux
2,0,1,0,0,0,0,1,0,1,1106,151,1195,1978,1230,1309,100,Teemo,Poppy,Zed,Caitlyn,Morgana,Garen,RekSai,Ezreal,Zeri,Zilean
1,1,0,1,1,0,0,0,0,0,-916,-930,1426,-246,-1229,2579,200,Akali,Karthus,Tristana,MissFortune,Pyke,Darius,Kayn,Kassadin,Zeri,Nautilus
0,2,0,1,2,0,0,0,0,0,-1950,-3061,-1684,-354,546,1567,200,Lulu,Vi,Yasuo,Tristana,Senna,Illaoi,Viego,Sett,Jhin,Xerath
0,1,1,0,0,0,0,0,0,0,364,3410,-1362,-1070,171,1861,100,Gragas,Hecarim,Kassadin,Ezreal,Lux,Kayle,Volibear,Irelia,Lucian,Brand
1,1,0,1,0,0,0,1,0,0,1264,2321,479,-700,31,1444,100,Irelia,XinZhao,Vladimir,Samira,Nami,Jayce,Khazix,Corki,Xayah,Yuumi
1,0,1,0,0,0,0,0,1,0,-399,2339,2055,-1352,-256,1737,100,Heimerdinger,Darius,Orianna,Ahri,Senna,Tryndamere,Amumu,Vladimir,Draven,Morgana
1,0,0,0,0,0,0,0,0,0,-493,1336,36,-2039,-954,1711,100,Kayle,Ekko,Talon,Jhin,Sona,Lucian,Vi,Lux,Draven,Nami
1,0,0,1,0,0,0,0,0,0,-661,-510,-1252,780,-237,1578,100,Aatrox,Udyr,Lux,Vayne,Soraka,Gragas,Nunu,Graves,Jinx,Zyra
1,1,0,1,1,0,0,0,0,0,-1585,-301,-649,137,638,1638,200,Sion,Diana,Ekko,Jinx,Morgana,Tryndamere,MasterYi,Ryze,Caitlyn,Nami
0,2,0,0,0,0,0,1,0,0,1968,-1405,-1098,499,-220,1509,100,Gnar,JarvanIV,Anivia,Zeri,Yuumi,Shen,Poppy,Yone,Twitch,Morgana
2,0,1,0,0,0,0,2,0,0,4628,954,-161,-369,89,1613,100,Renekton,Volibear,Leblanc,Vayne,Nami,Kayle,Ekko,Qiyana,Senna,Karma
1,1,1,0,0,0,0,2,0,0,995,1289,1500,-1165,-366,1539,100,Volibear,Taliyah,Sion,Vayne,Thresh,Aatrox,Graves,Veigar,Twitch,Yuumi
1,0,0,0,0,0,0,0,0,0,-527,833,1118,45,1482,1582,100,Yone,Kayn,Neeko,Jhin,Swain,Irelia,Hecarim,Seraphine,Jinx,Maokai
1,1,0,1,0,0,0,1,0,1,742,2031,-161,-297,190,1623,200,Garen,Khazix,Illaoi,Zeri,Zyra,Riven,Shyvana,Syndra,Samira,Karma
0,1,0,1,1,1,0,0,0,0,-431,-742,-1171,-1233,-1116,1723,200,Darius,Sion,Kassadin,Zeri,Nami,Sett,Nocturne,Lux,Twitch,Janna
1,0,1,0,0,0,0,0,0,0,-111,-1311,-569,601,921,1653,100,Diana,Khazix,Sylas,Ashe,Brand,Ornn,Graves,Ahri,MissFortune,Renata
0,2,1,0,0,0,0,0,0,0,250,-496,-665,467,601,2098,200,Nasus,Ekko,Talon,MissFortune,Gragas,Jayce,MasterYi,Velkoz,Ashe,Swain
0,1,0,0,0,0,1,0,0,0,-1066,-1316,-887,-2337,-1253,1480,200,Warwick,Kayn,Veigar,Jinx,Sona,Gragas,Evelynn,Pantheon,Yasuo,Lux
0,1,1,0,1,0,0,0,0,0,-1555,-85,-1123,-801,-698,1746,200,Riven,Zac,Corki,Yasuo,Thresh,Camille,Shaco,Xerath,Lucian,Nami
2,0,0,1,1,0,0,0,0,0,-2508,1100,-1796,-293,-1661,1738,100,Sett,LeeSin,Diana,Vayne,Pyke,Aatrox,XinZhao,Viego,Kaisa,Renata
1,1,1,0,0,0,0,0,0,0,434,-161,-1973,1585,-516,1963,200,Shen,Hecarim,Akshan,Twitch,Renata,Zac,Nautilus,Akali,Yasuo,Lux
1,1,0,1,0,0,0,1,1,1,2143,-387,3682,-280,557,1795,200,Illaoi,Volibear,Akshan,Sivir,Soraka,Gangplank,Graves,Leblanc,Jinx,Yuumi
2,0,0,1,0,0,0,0,0,0,-535,-724,-386,2098,185,2288,100,Shen,Shaco,Orianna,Ezreal,Lux,Fiora,Khazix,Fizz,Kaisa,Sylas
2,0,1,0,0,0,0,1,0,0,1678,1762,-811,473,213,1202,100,Aatrox,Talon,Rumble,Jinx,Thresh,Yasuo,Viego,Fizz,Vayne,Nami
0,0,1,0,0,0,0,0,0,0,-2756,-1062,-2485,1592,573,1985,200,Jayce,Zac,Lux,Jhin,Soraka,Renekton,Skarner,Viktor,Jinx,Nidalee
2,0,0,1,1,0,0,0,0,0,-568,774,-1897,-35,387,1638,100,Kennen,LeeSin,Anivia,Zeri,Pantheon,MasterYi,Nocturne,Yone,Kaisa,Sona
1,1,0,0,0,0,1,0,0,0,307,-1130,376,-931,-1121,1665,200,Akali,Kayn,Ahri,Vayne,Soraka,Maokai,Hecarim,Samira,Jinx,Lux
2,0,0,1,0,2,0,0,0,0,-365,-600,-997,834,170,2444,100,Ryze,Hecarim,Anivia,Vayne,Nami,Nasus,Karthus,Ahri,Samira,Pyke
1,1,0,1,0,0,1,0,0,0,-1453,1897,-2051,-393,-312,1731,200,Yone,Rengar,Galio,Jinx,Renata,Garen,Khazix,Yasuo,Vayne,Soraka
2,0,0,1,0,0,0,0,1,1,274,-97,-485,5240,1151,1758,200,Vayne,MasterYi,Jayce,Samira,Nami,Ornn,Vi,Neeko,Lucian,Senna
1,1,0,0,0,0,0,0,0,0,-912,-623,-255,-590,-651,1598,200,Kayle,Khazix,Lux,Kalista,Nautilus,Jayce,Warwick,Veigar,Jinx,Leona
0,1,0,1,0,1,0,0,0,0,-1656,-783,331,-4433,-2623,1450,200,Vayne,Khazix,Ahri,Ezreal,Alistar,Mordekaiser,Trundle,Viktor,MissFortune,Pyke
0,1,0,1,1,0,0,0,0,0,119,-1446,854,-2784,-1203,1312,100,Sett,Shaco,Yasuo,Vayne,Ashe,Mordekaiser,Nocturne,Akshan,Kaisa,Senna
1,0,1,0,0,0,0,1,0,2,4178,1807,-158,2372,509,1122,100,Kled,Khazix,Diana,Caitlyn,Lux,Sion,Garen,Malzahar,Jhin,Swain
1,1,1,0,1,0,1,0,0,0,-802,1520,-1965,-1824,-3586,1436,200,Shen,Trundle,Akshan,Samira,Morgana,Illaoi,Rammus,Diana,Kaisa,Xerath
0,1,0,0,0,0,0,0,0,0,1637,-144,288,-1067,-575,2142,100,Kled,Viego,Malzahar,Zeri,Morgana,Hecarim,Malphite,Irelia,Draven,Thresh
2,0,0,0,0,0,0,0,0,0,-135,-1254,-83,707,170,1881,200,Yorick,Hecarim,Varus,Xayah,Lulu,Zac,Shaco,Yone,Veigar,Lux
0,1,1,0,0,0,1,1,0,0,3485,-458,-1576,-4453,-1456,1388,200,Fiora,Trundle,Brand,Vayne,Xerath,Shaco,Rammus,Ryze,Jhin,Zyra
0,1,0,1,1,0,0,0,0,0,3515,-1232,-1363,-418,-45,2022,100,Warwick,Nidalee,Yasuo,Xayah,Alistar,Malphite,Shaco,Lulu,Jhin,Blitzcrank
0,2,1,0,0,0,1,1,0,0,1919,1940,-581,-559,-60,2204,100,Tryndamere,Hecarim,Xerath,Samira,Alistar,Yorick,Viego,Ahri,Twitch,Senna
2,0,1,0,0,0,0,0,1,0,-1430,-875,1399,1066,1889,2440,200,Akali,Ekko,Yasuo,Lucian,Nidalee,Renekton,Evelynn,Vex,Zeri,Sett
0,2,0,1,0,0,1,0,0,0,1701,-1338,2678,-1220,-282,1434,200,Urgot,Rammus,Zeri,MissFortune,Swain,Sylas,Nocturne,Gwen,Vayne,TahmKench
0,2,0,1,0,0,1,0,0,0,622,-1646,-1511,899,485,1496,200,Garen,Kindred,Galio,Samira,Lux,Aatrox,Khazix,Anivia,Ezreal,Alistar
0,2,0,1,1,0,0,0,0,0,-334,-1044,609,-1735,-694,2581,200,Anivia,Kayn,Pyke,MissFortune,Morgana,Singed,XinZhao,Ahri,Jinx,Lux
